,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
293,Gurgaon,2015, Maruti Ciaz,VDI (O) SHVS HYBIRD Manual,"₹4,87,199","1,22,636 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-new-delhi-1004688509/
294,Gurgaon,2014, Ford Ecosport,1.5 TREND TDCI Manual,"₹4,30,399","89,391 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-new-delhi-1004755869/
295,Gurgaon,2019, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹8,67,999","42,698 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-new-delhi-1004940964/
296,Gurgaon,2015, Maruti Ritz,VDI Manual,"₹3,54,299","77,213 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-ritz-2015-cars-new-delhi-1003256723/
297,Gurgaon,2015, Maruti Swift,LDI BS IV Manual,"₹3,89,999","49,562 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-2015-cars-new-delhi-1008593368/
298,Gurgaon,2014, Hyundai Elite i,ASTA 1.4 CRDI Manual,"₹4,65,899","49,579 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-new-delhi-10048394794/
299,Gurgaon,2019, Maruti Vitara Brezza,VDI Manual,"₹7,47,299","66,221 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-gurgaon-1014062063/
300,Gurgaon,2014, Maruti Swift Dzire,VDI BS IV Manual,"₹4,18,599","49,750 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-new-delhi-1006719048/
301,Gurgaon,2016, Ford Ecosport,1.5 TREND+ TDCI Manual,"₹5,31,099","55,500 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-new-delhi-1000490268/
302,Gurgaon,2016, Maruti Vitara Brezza,VDI Manual,"₹6,97,799","27,613 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-new-delhi-1002730568/
