,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
316,Chennai,2016, Maruti Wagon R .,VXI AMT Automatic,"₹4,13,099","18,890 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-chennai-1131874168/
317,Chennai,2014, Maruti Alto ,LXI Manual,"₹2,75,799","57,135 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-chennai-1134177843/
318,Chennai,2019, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,53,199","7,135 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2019-cars-chennai-1137101041/
319,Chennai,2016, Maruti Swift,ZXI Manual,"₹5,22,399","50,245 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2016-cars-chennai-1139025068/
320,Chennai,2016, Renault Kwid,RXT 1.0 EASY-R AT OPTION Automatic,"₹3,87,799","38,990 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-kwid-2016-cars-chennai-11349799719/
321,Chennai,2017, Hyundai Creta,1.6 SX CRDI ,"₹8,32,199","1,24,182 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-chennai-1137370621/
322,Chennai,2019, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,68,099","22,798 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2019-cars-chennai-1135207507/
323,Chennai,2019, Honda Jazz,VX  1.2 Manual,"₹7,72,199","18,214 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2019-cars-chennai-1136057362/
324,Chennai,2016, Maruti Vitara Brezza,VDI Manual,"₹7,04,699","62,209 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-chennai-11397891779/
325,Chennai,2019, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,41,399","18,899 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2019-cars-chennai-1131971101/
326,Chennai,2016, Renault Kwid,RXT Manual,"₹3,34,199","75,571 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-kwid-2016-cars-chennai-11397398773/
327,Chennai,2017, Maruti Celerio,ZXI OPT AMT Automatic,"₹5,01,699","51,795 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-chennai-1138976668/
328,Chennai,2015, Hyundai Grand i,MAGNA 1.2 VTVT Manual,"₹4,24,599","40,304 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-chennai-1132528968/
329,Chennai,2018, Tata Tiago,XZ 1.2 REVOTRON Manual,"₹5,31,199","22,961 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-tata-tiago-2018-cars-chennai-1130797166/
330,Chennai,2019, Maruti Baleno,DELTA 1.2 K12 Manual,"₹6,31,199","55,196 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-chennai-1130219864/
331,Chennai,2018, Maruti Swift,LXI Manual,"₹5,62,199","48,553 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2018-cars-chennai-11324297799/
332,Chennai,2018, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,18,799","18,811 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2018-cars-chennai-1137649601/
333,Chennai,2017, Maruti Baleno,ZETA 1.2 K12 Manual,"₹6,12,399","43,472 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-chennai-1132610109/
334,Chennai,2016, Hyundai Eon,MAGNA PLUS OPTIONAL Manual,"₹3,40,499","20,518 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-chennai-11341791791/
335,Chennai,2016, Hyundai Elite i,ASTA 1.2 Manual,"₹5,89,299","54,626 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-chennai-1130010609/
336,Chennai,2019, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,43,499","12,580 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2019-cars-chennai-1130050409/
337,Chennai,2015, Maruti Swift,VXI Manual,"₹4,87,599","67,121 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2015-cars-chennai-1139881867/
338,Chennai,2016, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹6,74,499","85,996 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-chennai-1134495264/
339,Chennai,2017, Maruti Ciaz,ALPHA 1.4 VVT Manual,"₹6,77,799","53,536 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-chennai-1136695766/
