,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
0,Hyderabad,2012, Hyundai i,ERA 1.1 IRDE Manual,"₹3,29,499","45,261 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-hyderabad-1048841265/
1,Hyderabad,2015, Maruti Swift Dzire,VDI BS IV Manual,"₹5,38,799","98,487 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-dzire-2015-cars-hyderabad-1047174237/
2,Hyderabad,2016, Honda Jazz,1.2 S MT Manual,"₹5,94,099","46,757 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2016-cars-hyderabad-1049014666/
3,Hyderabad,2018, Maruti Eeco,7 STR Manual,"₹4,01,399","13,241 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2018-cars-hyderabad-10439191773/
4,Hyderabad,2019, Maruti Celerio,VXI Manual,"₹5,36,599","16,550 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-hyderabad-10410791770/
5,Hyderabad,2021, Mahindra XUV,W11 Manual,"₹21,95,299","15,339 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2021-cars-hyderabad-1044253667/
6,Hyderabad,2015, Hyundai Grand i,SPORTZ 1.2 KAPPA VTVT Manual,"₹5,14,199","22,344 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-hyderabad-10419795718/
7,Hyderabad,2016, Hyundai Elite i,ASTA 1.2 (O) Manual,"₹6,61,599","90,741 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-hyderabad-10435898715/
8,Hyderabad,2019, Maruti S PRESSO,VXI Manual,"₹4,48,499","23,377 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-hyderabad-10436390779/
9,Hyderabad,2019, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,86,599","11,909 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2019-cars-hyderabad-1040160065/
10,Hyderabad,2012, Hyundai i,MAGNA 1.2 KAPPA2 Manual,"₹3,26,499","66,786 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-hyderabad-10401698799/
11,Hyderabad,2019, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹9,18,899","25,668 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-hyderabad-10401190718/
12,Hyderabad,2020, Renault Duster,RXZ Manual,"₹10,56,623","7,033 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-duster-2020-cars-hyderabad-10494999792/
13,Hyderabad,2018, Hyundai Eon,ERA PLUS Manual,"₹3,65,699","51,790 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-hyderabad-10450399772/
14,Hyderabad,2019, Maruti S PRESSO,VXI Manual,"₹4,39,299","46,934 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-hyderabad-10437892778/
15,Hyderabad,2021, Volkswagen Polo,HIGHLINE PLUS 1.0 TSI AT Automatic,"₹10,15,099","21,719 km",1st Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-hyderabad-1048976866/
16,Hyderabad,2020, Maruti Alto,LXI Manual,"₹3,97,199","18,490 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-2020-cars-hyderabad-10498094773/
17,Hyderabad,2021, Hyundai VENUE,1.0 TURBO GDI S IMT Manual,"₹10,51,599","3,273 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-1041244860/
18,Hyderabad,2021, Hyundai VENUE,SX(O) CRDi Manual,"₹13,42,399","30,995 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-1045756767/
19,Hyderabad,2016, Hyundai Grand i,ASTA 1.2 KAPPA VTVT Manual,"₹5,04,599","47,886 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-hyderabad-1041999779/
20,Hyderabad,2019, KIA SELTOS,GTX + AT PETROL Automatic,"₹16,18,999","45,343 km",1st Owner,Petrol,https://www.cars24.com/buy-used-kia-seltos-2019-cars-hyderabad-10423591778/
21,Hyderabad,2016, Honda Jazz,1.2 V AT Automatic,"₹6,55,799","87,510 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2016-cars-hyderabad-10431898777/
22,Hyderabad,2018, Maruti S Cross,ALPHA 1.3 Manual,"₹8,11,099","45,849 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-hyderabad-1049293247/
23,Hyderabad,2018, Maruti Wagon R .,VXI Manual,"₹4,49,249","64,715 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hyderabad-1044542764/
24,Hyderabad,2021, Renault TRIBER,1.0 RXL PETROL Manual,"₹6,59,899","41,079 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-triber-2021-cars-hyderabad-1043826064/
25,Hyderabad,2018, Maruti Alto ,LXI Manual,"₹3,36,699","20,555 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-hyderabad-10476395771/
26,Hyderabad,2013, Maruti Wagon R .,VXI Manual,"₹3,40,399","59,000 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-hyderabad-1048828905/
27,Hyderabad,2014, Maruti Wagon R .,VXI Manual,"₹4,05,799","48,338 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-1040536767/
28,Hyderabad,2017, Honda City,ZX CVT Automatic,"₹10,55,399","43,858 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2017-cars-hyderabad-10458990798/
29,Hyderabad,2017, Maruti Alto K,VXI Manual,"₹3,96,999","16,104 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-1044204068/
30,Hyderabad,2009, Toyota Corolla Altis,VL AT Automatic,"₹6,13,699","95,761 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-toyota-corolla-altis-2009-cars-hyderabad-1042391141/
31,Hyderabad,2017, Maruti Alto K,VXI Manual,"₹3,64,199","52,011 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-1049099067/
32,Hyderabad,2019, Maruti Alto K,VXI Manual,"₹4,33,199","46,722 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-hyderabad-1042966167/
33,Hyderabad,2017, Datsun Redi Go,S Manual,"₹3,12,399","34,368 km",1st Owner,Petrol,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-hyderabad-10419298779/
34,Hyderabad,2020, Ford Ecosport,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹11,77,199","5,998 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-hyderabad-1044697564/
35,Hyderabad,2021, Mahindra XUV OO,W8(O) Manual,"₹13,71,299","29,763 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2021-cars-hyderabad-10480394771/
36,Hyderabad,2018, Maruti IGNIS,DELTA 1.2 K12 Manual,"₹5,42,399","33,355 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-hyderabad-10424294793/
37,Hyderabad,2021, Maruti Alto,VXI Manual,"₹4,43,899","11,190 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-2021-cars-hyderabad-10475494771/
38,Hyderabad,2020, Maruti Ciaz,ALPHA 1.5 AT VTVT SHVS ,"₹10,61,999","35,246 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-hyderabad-1047076344/
39,Hyderabad,2018, Hyundai Xcent,SX 1.2 CRDI OPT Manual,"₹7,38,299","46,923 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-hyundai-xcent-2018-cars-hyderabad-10404396794/
40,Hyderabad,2017, Maruti Alto K,VXI Manual,"₹3,92,699","62,118 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-1045046663/
41,Hyderabad,2020, Toyota YARIS,J CVT Automatic,"₹10,43,199","9,875 km",1st Owner,Petrol,https://www.cars24.com/buy-used-toyota-yaris-2020-cars-hyderabad-1047454362/
42,Hyderabad,2018, Ford Ecosport,1.5 TITANIUM TI VCT AT Automatic,"₹9,05,899","42,166 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-hyderabad-1049952167/
43,Hyderabad,2010, Hyundai i,MAGNA 1.2 Manual,"₹2,79,399","41,452 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-hyderabad-10412491775/
44,Hyderabad,2021, Maruti Celerio,ZXI Manual,"₹7,17,699","2,072 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2021-cars-hyderabad-1049856462/
45,Hyderabad,2010, Honda City,S MT PETROL Manual,"₹4,59,599","70,658 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2010-cars-hyderabad-10458798794/
46,Hyderabad,2015, Maruti Alto K,VXI Manual,"₹2,69,299","2,35,314 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-hyderabad-1049278623/
47,Hyderabad,2016, Renault Kwid,RXL Manual,"₹3,28,399","53,358 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-renault-kwid-2016-cars-hyderabad-10472298797/
48,Hyderabad,2016, Renault Kwid,1.0 RXT Manual,"₹3,33,699","69,209 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-renault-kwid-2016-cars-hyderabad-10487592779/
49,Hyderabad,2013, Maruti Alto ,VXI Manual,"₹2,51,455","65,343 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-hyderabad-10483293773/
50,Hyderabad,2013, Maruti Alto ,LXI Manual,"₹2,65,699","54,468 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-hyderabad-1040976564/
51,Hyderabad,2014, Maruti Alto K,VXI Manual,"₹2,92,999","33,556 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2014-cars-hyderabad-1047074865/
52,Hyderabad,2013, Hyundai Eon,ERA PLUS Manual,"₹2,83,799","62,018 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2013-cars-hyderabad-10447997796/
